filename, bus, car, motorbike, person, truck
IMG-20211217-WA0002_jpeg.rf.039fc19aa5eb041c006764a8b70397b1.jpg, 0, 0, 1, 1, 0
IMG-20211010-WA0003_jpeg.rf.040b2199fb6bb455edd845dafae6ec72.jpg, 0, 0, 1, 1, 0
320897160_5958749837522807_5881433213223259026_n_jpg.rf.04271d0f30d35293f7d178ffbdddfe9f.jpg, 0, 0, 1, 0, 0
FaGZcmJUsAEk_BD_jpg.rf.040a9dee05bcd2529cfec7fca924ed94.jpg, 0, 0, 1, 0, 0
321158305_486562173587246_8325116873717047237_n_jpg.rf.041f84af63699629e86c0e1e83c8c78b.jpg, 0, 0, 1, 0, 0
312188603_434268312212941_3928424578670328662_n_jpg.rf.048d70f7564c2672dc57958b64c5a15f.jpg, 0, 1, 1, 1, 0
320251858_660087565905479_258388769130034944_n_jpg.rf.043e8845355537eb5333a33869b13f5a.jpg, 1, 1, 1, 0, 0
IMG_20210707_144517_jpg.rf.04544749e60ed7dff18a1351df7e182c.jpg, 0, 0, 1, 0, 0
319848714_897582641261939_50569504216696605_n_jpg.rf.04c4effe228c6852b5f79aeff7ce5719.jpg, 0, 0, 1, 0, 0
320171021_194810129796341_6732506460101453451_n_jpg.rf.04ec2ada699d33fc501b52bdfc13948c.jpg, 0, 0, 0, 0, 1
306676534_806867000766267_9106444820531041987_n_jpg.rf.04fe4379a1656ae43eeb6371f1001b61.jpg, 1, 0, 0, 0, 1
301341372_659054045121245_2169505293484789208_n_jpg.rf.055aa1eab43397bb95a329e33c4e7ec6.jpg, 1, 0, 0, 0, 0
290865648_2010697089115123_4860178941998904235_n-2_jpg.rf.04c77534f39af7c87e8799e6a1dbddaf.jpg, 1, 0, 0, 0, 0
315169811_1143726393238934_2450621007942682583_n_jpg.rf.058ffd8362511243630f0a57d77b82f6.jpg, 0, 0, 0, 0, 1
316156353_714078970142917_2408963007594652324_n-2_jpg.rf.056aef1df8ea15cbd7f0c22330fd59df.jpg, 1, 0, 0, 0, 0
307920072_657224556015639_8431539903018402686_n_jpg.rf.05d14d79798d0832f458ce4fe57686a7.jpg, 0, 1, 0, 1, 0
75303426_418978052134863_807465802606748781_n_jpg.rf.05614125369c848bb2d21501542ede86.jpg, 0, 1, 0, 0, 0
ISUZU_ELF_4th_Model-_Front_View_jpg.rf.05daca2fe0099f466d2ff3fab4c26f3b.jpg, 0, 0, 0, 0, 1
326549413_745404720482539_3280251442099944278_n_jpg.rf.05d79df2afccd83682f02aa58c3619aa.jpg, 0, 1, 0, 0, 0
321711171_529861972536967_6561872040991193217_n_jpg.rf.05d932c86b990f5000966d310ce34637.jpg, 0, 0, 0, 0, 1
320744009_703878191152708_3577761590137188910_n_jpg.rf.06178232bf2da04051a2986b8e7d5efc.jpg, 0, 0, 1, 0, 0
316549301_148963671223477_6662142978620304437_n_jpg.rf.062d9f44e660e98db34bf0ed0fe34b29.jpg, 1, 0, 0, 0, 0
327312446_768887484813727_8096457760310029611_n_jpg.rf.061365ca0d743f4eb9ec10706ee2ef4e.jpg, 0, 1, 1, 1, 1
320144495_554951526186243_2368621826739128052_n-2_jpg.rf.06438132b9a34313c1fd463d6f753e4a.jpg, 1, 1, 0, 0, 1
320523298_1235120340551256_5866834798192789260_n_jpg.rf.0651b0d1c5002b99edaf5adb24ce2e38.jpg, 0, 0, 1, 0, 0
104324854_152176243040621_6010760148607874135_n_jpg.rf.063b9b408b5086394a2d5610d40e177e.jpg, 0, 1, 0, 0, 0
327443744_1645951182489257_4940774042169335917_n_jpg.rf.06fca4e4e63153281455618f3fe5c33e.jpg, 0, 0, 0, 0, 0
318331978_1564583313966422_192217603331515258_n-2_jpg.rf.0700be4674afeec7fcd5db7ac31da2e2.jpg, 0, 1, 0, 0, 0
IMG-20210803-WA0012_jpeg.rf.06f28b234b8d2b81e9e477d9840cba8b.jpg, 0, 0, 1, 0, 0
247951618_252759486897118_8568576959958965793_n_jpg.rf.072f625b8517f05458bcf58ed4fdcf85.jpg, 1, 0, 0, 0, 1
327979842_1610039089513052_7023297526057151445_n_jpg.rf.8e83aaa33d297bc2690e7f7327bed270.jpg, 0, 0, 1, 1, 0
69783960_1682711328529777_6453441170872336924_n-2_jpg.rf.8ea42582283554ff41233dedaffc2e74.jpg, 1, 0, 0, 0, 0
321048355_192010213376307_6755926366679161632_n_jpg.rf.8d56a895dabf8cf722427689c0d5729a.jpg, 0, 1, 0, 0, 1
318097601_601096298690206_7284392483317203270_n_jpg.rf.8bc0bb69caa08a332a1de7c047e148cf.jpg, 0, 0, 1, 0, 0
275174425_713771406456590_7756502861161683545_n_jpg.rf.8d940c1b9c9cd6eb0aff81011f249896.jpg, 0, 0, 0, 0, 1
312685840_1255502271686942_5889707188729331757_n-2_jpg.rf.8cef719fc99a80fbe3869f2466f0d0ab.jpg, 1, 0, 0, 0, 0
Sewa-Bus-Jogja-1_jpg.rf.8b3bf437dddfe44cf39a69b30850180e.jpg, 1, 0, 0, 0, 0
320882946_1195438211398732_6051238353522299710_n_jpg.rf.8ccc4144231da3ba47025e4ab3d1cef8.jpg, 0, 0, 1, 0, 0
304765346_5720816931338765_4679520791960421847_n_jpg.rf.8c1266accc077161d360449d728c09b3.jpg, 1, 0, 0, 0, 0
Screenshot_2020-09-16-10-32-48-283_com-instagram-android_jpg.rf.8c8fd9f1e066c339a749c86529a08e83.jpg, 0, 0, 0, 1, 0
320562017_2951974361770323_171667713379321543_n_jpg.rf.8d043cae10aa1616bc3d9f6d1440dc17.jpg, 0, 0, 1, 0, 0
320648488_1363246444214080_1164131406922999306_n_jpg.rf.8d43a9bd559b8caed93881887ac42302.jpg, 0, 0, 1, 0, 0
319536004_1733688737016777_5065759189541984700_n_jpg.rf.8ba2eeb12680579cf7ef2ef649f66d24.jpg, 0, 1, 0, 0, 0
40067712_466845623825073_8991400878967619584_n_jpg.rf.8f4a75f98ef0eff96762373de9229bb9.jpg, 0, 1, 0, 0, 0
320139269_888884095492512_6907237036073935656_n_jpg.rf.8d70de0fe38b367966813669aa099b57.jpg, 0, 0, 1, 0, 0
312460064_136368015838439_4998578603265037289_n_jpg.rf.8bb4f106d20bcae57be029544655baa4.jpg, 0, 0, 0, 1, 0
306865063_176170324940722_2969083618587979961_n_jpg.rf.8c108ba4d4ab6c9108c978ae78ecf5c7.jpg, 0, 0, 0, 1, 0
320552558_2320633778104210_4254056227274680724_n_jpg.rf.8d5fe6e258944e5c0cca0e39141c566c.jpg, 0, 0, 1, 0, 0
327972057_1298616514251935_4153755345109079210_n_jpg.rf.8f4e53fdc982fe76bc35d9e71b89222e.jpg, 0, 1, 0, 1, 0
311701022_190852723416691_1519026833666267091_n-2_jpg.rf.8f8f6bc86f7324d379d3b4ee757433e8.jpg, 1, 1, 0, 0, 1
316024431_166604232675056_1904052967866485240_n-2_jpg.rf.8f634be7e57c5a20962dc9c96ebd7232.jpg, 1, 0, 0, 1, 0
319447263_478393074438388_1264817322452156983_n-2_jpg.rf.8f52214e4722da23465e1a3b3b11357e.jpg, 0, 0, 0, 1, 1
327696598_452955383590776_8361792605558732177_n_jpg.rf.8f92cc66662135fa8d4c8d701b5fb5ae.jpg, 0, 1, 0, 1, 0
321730803_208151594922759_8868292667879430168_n_jpg.rf.8bb391065d20374afe79df8f4eee6b31.jpg, 0, 1, 0, 0, 0
P_20221003_131444_jpg.rf.8cfbe40aaf1c5a8a3000f564c96e41ec.jpg, 1, 1, 0, 0, 0
236052219_1197364767417307_5750669165708189150_n_jpg.rf.8f0b406e9a22e6a192a8ce6cb9ee1667.jpg, 1, 0, 1, 1, 0
38291804_1766601493452342_3173482048601980928_n_jpg.rf.8de059fe32645240c4b4548dedf4a3b6.jpg, 0, 1, 0, 0, 0
324880796_854163472542914_3293506593401319000_n_jpg.rf.8f05b52736e6f418da33dccf126c4663.jpg, 0, 1, 0, 1, 0
319122143_1290669904814006_9029499548473530108_n-2_jpg.rf.8e99236eaf87db71a1530f57a152541b.jpg, 1, 0, 0, 0, 0
275516261_697146651449198_4629594046189572691_n_jpg.rf.8f949e1565b8549755e73cfe9abdf19d.jpg, 0, 0, 0, 1, 0
320726868_559083995661311_3023003567043792675_n_jpg.rf.8fcba3d4406dcc25393f61df98c7d552.jpg, 0, 0, 1, 0, 0
320927364_1523669278112875_5571868851056838517_n_jpg.rf.8fa60985215385212fef42d2346c081b.jpg, 0, 0, 1, 0, 0
311446076_834712061060019_2841116721612005589_n-2_jpg.rf.8ffbccf0f0954d4769b4602513fbb2bb.jpg, 1, 0, 0, 0, 0
320718103_559663209390883_5299889707676134414_n_jpg.rf.907000379cfb3884dbe539811ea6a4b9.jpg, 0, 0, 1, 0, 0
296038771_1237245217036804_15860077338244000_n-2_jpg.rf.90bc7114b880e41943124245da58daff.jpg, 1, 0, 1, 1, 0
97144397_2550539628521464_4138204916208568442_n_jpg.rf.904f3f55446dd48709eca76e1aec322e.jpg, 0, 1, 0, 0, 0
325869626_982936753094236_3144794507417711819_n_jpg.rf.901add5715188eab0660b6d513b1054d.jpg, 0, 0, 0, 1, 0
320737191_220565396982927_757703514941456192_n_jpg.rf.90bcbeec21aeecbed76f39621bf2633b.jpg, 0, 0, 1, 0, 0
241507578_259719259200178_4713486012128060978_n-2_jpg.rf.90ca8c3f2d039eec0e22e56cec896b98.jpg, 1, 1, 1, 1, 0
EQqPpVjUcAAd3Io-2_jpg.rf.90c9f5f0a404a2894960c375f6866458.jpg, 1, 0, 0, 0, 0
327955585_693156095926327_878874738838182033_n_jpg.rf.90d3b1bf34139202501d3f2320bf0065.jpg, 0, 1, 0, 0, 0
IMG_20210727_085427_jpg.rf.90ffd3e5bff8f0fb856d8d870ebfe33f.jpg, 0, 1, 1, 1, 0
320287479_854528185868502_4178535271612793751_n_jpg.rf.9107c7760c9b27566ddc09382d130026.jpg, 0, 0, 0, 0, 1
327186418_1068038134143758_2624148974041510252_n_jpg.rf.911e434c42e015ff4d406784470e5318.jpg, 0, 0, 0, 1, 0
Eb-tK9RUwAAC-jy_jpg.rf.911288f5511a39a90909f2319e46076e.jpg, 1, 0, 0, 0, 0
275848110_2818261755149892_7904126792777750226_n_jpg.rf.91467d9d1191455e6fbf3b76878c8a0f.jpg, 0, 0, 0, 0, 1
Cutting-Sticker-Truck-Printing-kombinasi-Kuning-Ungu-dot-sticker_jpg.rf.9163160eaaf273cb2dc550a8fb2773df.jpg, 0, 0, 0, 0, 1
320248509_2110245879167289_1847099393112264975_n_jpg.rf.917637c356e761942ae43d5f4c9a3c3d.jpg, 0, 0, 1, 0, 0
315555783_172190578824128_1222058177552878661_n_jpg.rf.916277550d36117408857d291e6d1207.jpg, 0, 0, 0, 0, 1
313796376_193543513148091_7692602220637035898_n_jpg.rf.9180b65e2b657674313296f404ecaf77.jpg, 0, 0, 0, 1, 0
294004801_2147724928743295_4153653606298854065_n-2_jpg.rf.91efe81fa8138ac72fc891a9e9fe5a8a.jpg, 0, 0, 0, 0, 1
270198401_456659789431476_8392588754669514426_n_jpg.rf.91ee71a893d7d7cc691233d5748ba56c.jpg, 0, 0, 0, 0, 1
139615008_349235252939012_4254422673845784969_n_jpg.rf.91acff1e4c6f23b1eef748da8a1d9b67.jpg, 0, 1, 0, 0, 0
312296645_1378044476336664_8888475714817417770_n_jpg.rf.924036278e6ef231d53a552f64f86e0b.jpg, 0, 1, 0, 1, 0
315239013_5987293161302541_1208816228238528902_n_jpg.rf.9259d48bee332a6013df62d75998c0c8.jpg, 0, 1, 0, 0, 1
315739514_1265999640847772_5845470406395088157_n_jpg.rf.924c78240f8e4736cf8d94279072a5c4.jpg, 0, 0, 0, 0, 1
312130060_796320351677602_6435356833679795704_n_jpg.rf.925f39acd19790e6141d3a907d18d13d.jpg, 1, 1, 0, 0, 1
314656699_797612394843482_8831470319753410885_n_jpg.rf.92d57a996aa778104b2a95108bf3c7f1.jpg, 0, 1, 0, 0, 1
315449722_912855349712564_6118677713306795755_n-2_jpg.rf.92db4b68f0b463aba5cae170fe9003e8.jpg, 0, 1, 0, 0, 0
328079512_586433859730983_4124605241028616993_n_jpg.rf.92dd3db4f021f5458678e9ca0088779b.jpg, 0, 0, 0, 0, 0
082-05-01-2022_jpg.rf.92cf7d2ae0e5bfdead6aaa76250054e6.jpg, 0, 0, 1, 1, 0
21041255_230991597426924_4396596925281861632_n-2_jpg.rf.93a67476921353a293de58cf0766a2e8.jpg, 1, 0, 0, 0, 0
326128174_849325579470153_9085294911485606519_n_jpg.rf.934b4d1b6a917434b409f19b764db259.jpg, 0, 0, 1, 1, 0
320808887_1139579530282506_3083446884238590553_n_jpg.rf.93bc165d59068407e37ace4d6309d9bb.jpg, 0, 0, 1, 0, 0
322288527_210342808125349_6417590215165125494_n_jpg.rf.93b0cf737c957b0c273510f2dc8bc261.jpg, 0, 0, 0, 1, 0
294664269_179986371107532_4928171287709657813_n_jpg.rf.9459c92d527c5c2a8b84e214907c6850.jpg, 1, 0, 0, 0, 0
280756920_174552324972283_4683826154963219899_n_jpg.rf.941a1df8974a2de36c806df38bf5b02a.jpg, 0, 0, 0, 1, 0
269996197_731865657697392_6858278514618633833_n-2_jpg.rf.9401e1d532a98149fde6f9ce09a8289d.jpg, 0, 0, 0, 0, 1
277995157_1403505830113165_6797566235225321968_n_jpg.rf.94e913e16a4f986399e49f8904a1a2de.jpg, 0, 0, 0, 1, 0
319149661_6136290696395055_9104736379724617905_n_jpg.rf.944b388bfae5e12b0073fa3b802fb40d.jpg, 0, 0, 1, 0, 0
315928378_3271745556468945_4248879713144989164_n_jpg.rf.9462fc191fb5a507581869d1b8108da6.jpg, 0, 1, 0, 0, 0
320545303_712714626763162_7858132343413576644_n_jpg.rf.94acf97d12c1b4e7c757dcbe89c4518c.jpg, 0, 0, 1, 0, 0
327535725_544344430993882_8869883956599221266_n_jpg.rf.94c8bcced29943bddd691287c96bd8d5.jpg, 0, 0, 0, 0, 0
292985730_313039950949760_7600771514289093272_n_jpg.rf.95b6be3e9c0a392f1f487de14e5ff00b.jpg, 0, 0, 0, 1, 0
sebastian-estrada-WNkqhsNF9KQ-unsplash-2_jpg.rf.952ddb738a66abf48c5fe53b437eaf4d.jpg, 1, 0, 0, 0, 0
103628195_187750999233009_7479231450779611463_n_jpg.rf.95994a85b7ef50ddd04885a193eb9198.jpg, 0, 1, 0, 0, 0
33IMG-20220622-WA0025-2_jpg.rf.9562580cada958f55317a6a57c0c5695.jpg, 1, 1, 0, 0, 0
IMG-20180108-WA0119-2_jpg.rf.95f679f1f3bd32644283445e0e89efc3.jpg, 0, 1, 0, 0, 0
320695418_882455509849853_2442615399486753092_n_jpg.rf.95f9eb2db4d1f55517a8b8c47a572cab.jpg, 0, 0, 1, 0, 0
243500701_1037667203655088_7446474964186640754_n-2_jpg.rf.95c4c029afcb551eb986ab448f007914.jpg, 0, 1, 1, 1, 1
318968343_817963599432726_8002371633655909376_n_jpg.rf.961a0483afa599adb8b2251345e5fc3e.jpg, 0, 0, 0, 0, 1
153025013_103168218429158_3412713469762714320_n_jpg.rf.9614a3b2918e9e72811400a18ebd0910.jpg, 0, 1, 1, 0, 0
242914764_930297797566216_2649386037987748520_n-2_jpg.rf.961cbcaa6c66532a102a90bd13256153.jpg, 0, 1, 1, 1, 1
89920214_228346991545258_7752154660646097889_n_jpg.rf.9641741d55a4078752d06555f2e02482.jpg, 0, 1, 0, 0, 0
15319039_1219215678139344_6457976200247424597_n_jpg.rf.984d6e03a825cf3db9debd73738098e3.jpg, 1, 0, 0, 0, 0
295472588_3106188169646100_6293097364600656644_n-2_jpg.rf.971f83a11a2fedf8bcb62c5e73361b4d.jpg, 1, 1, 0, 1, 0
315491454_431273405864925_9013736864553780803_n_jpg.rf.97728d191a6aa668127e77f116081b92.jpg, 0, 0, 0, 0, 1
314464240_1154413915166926_5808005822425469265_n_jpg.rf.9860f6bf8c6e842224ab80085a9501df.jpg, 1, 0, 0, 0, 0
DXGfbB3WkAAPgs1-2_jpg.rf.9768c46628762ef92072851d2063b470.jpg, 1, 0, 0, 0, 0
320594196_1102116730373872_6494688548048163854_n_jpg.rf.98a477257c5e617623e86ba8fb54cf15.jpg, 0, 0, 1, 0, 0
294796891_3094431660870060_8003716751612297062_n_jpg.rf.992b55b717a1b58ef2f6e61a0ee1c85e.jpg, 0, 0, 0, 1, 0
324702860_552084653473140_888177515929402178_n_jpg.rf.991e6e54cc8b8cd880dd275dec06ca0d.jpg, 0, 0, 0, 1, 0
292009397_554294422857016_9019737944606131282_n_jpg.rf.995ad02e4cdda554d94918c526e1a8fd.jpg, 1, 1, 0, 0, 0
313805416_793369551729986_9100035317870977374_n_jpg.rf.9950b96ef8b1fd8a31f0036d69b6835e.jpg, 1, 0, 1, 1, 0
320513739_3369410543385704_1087916747270063247_n_jpg.rf.99a3fe30d5f8806243dc76d7c5f811c5.jpg, 0, 0, 1, 0, 0
321081666_175196601795211_150242619741744327_n_jpg.rf.997a4c99beb8ac53cb034865b0d6c6ec.jpg, 0, 0, 0, 0, 1
320750737_1310073996408249_2747924750907408623_n_jpg.rf.99e751f9d64e2a9c4c43a9c52c2dc05d.jpg, 0, 0, 1, 0, 0
313229630_679266873906980_6848391101375206228_n-2_jpg.rf.9a07c4041007d2413e5be8dc50b646c3.jpg, 0, 0, 0, 0, 1
IMG_20210711_172527_jpg.rf.99ef5410441d30c11ab831f3f082f9c6.jpg, 0, 0, 1, 0, 0
325691599_1294244211146309_3000199853761576506_n_jpg.rf.9a3001c331df5c807a58f085ff5b23d6.jpg, 0, 0, 0, 1, 0
318573602_202959398852431_4284573057311956623_n_jpg.rf.9a8869d30c5519dc97628479a414d02b.jpg, 0, 0, 0, 1, 0
316837885_213622531010110_7719270940928646538_n_jpg.rf.9aba6b6f69905865e50383fa3e3f4533.jpg, 0, 0, 0, 0, 1
320514061_138900085667727_897664978855616053_n_jpg.rf.9acacb29d2bc15bfbe2290f89ae73c41.jpg, 0, 0, 0, 0, 1
319035081_1320669252020505_2549006344946169756_n_jpg.rf.9b14de00fd7b1fbc0fb27eb9f6d91278.jpg, 0, 0, 0, 0, 1
327946013_2344943195687524_2483550073664642365_n_jpg.rf.9af0bbf33e1af880899e2c39bd49c63d.jpg, 0, 0, 0, 0, 0
325853237_1609861649435696_6108053190031301072_n_jpg.rf.9b643a7bb9da9596876b209b97d17318.jpg, 0, 0, 0, 1, 0
293092558_1062618351039081_633406465945133770_n_jpg.rf.9b8566d5c7ad5ac8a4f50696775558ee.jpg, 0, 0, 1, 0, 0
324868032_5541230442670417_6269172870959487191_n_jpg.rf.9c24664071035f263aff062ea3245a9d.jpg, 0, 0, 0, 1, 0
319301605_850874339570261_7111445509261305661_n-2_jpg.rf.9bc0444547c894cb79bda7d84f0ad11a.jpg, 0, 0, 0, 0, 1
287310824_1199055077512217_8857637005396338383_n_jpg.rf.9c2ce4a45d5396fa0fe47b6f716f1b35.jpg, 0, 0, 1, 0, 0
319955868_3425296297704298_2233126114293446635_n_jpg.rf.9c69705e24d892923acaa4fd2424c97a.jpg, 0, 0, 1, 0, 0
280399670_7380706602000232_4694804548785702454_n_jpg.rf.9c860695f2f5d3c6a548f8c5c8ecac39.jpg, 0, 0, 0, 1, 0
316993560_680338427038496_1774948126257255445_n_jpg.rf.9c701c42e5ea14364ac363c32cd36a34.jpg, 0, 0, 0, 1, 0
98331664_244690873456511_7661020886286084933_n_jpg.rf.9ce3f5078b29ed4e39ce54a5e8b8bfaf.jpg, 0, 1, 0, 0, 0
320691257_125431983719843_8913892085564955772_n_jpg.rf.9c8de907ff360a98612295c20a7e989b.jpg, 0, 0, 1, 0, 0
47338610_2205095486411368_2685024505117752373_n_jpg.rf.9ca06fc798eae8d568566c7bd8af3f47.jpg, 0, 1, 0, 0, 0
93895124_2589273078058481_102500723134141708_n_jpg.rf.9d48574bb0e1d3a2bc8c1c5681a61f92.jpg, 0, 1, 0, 0, 0
320230245_126176686977519_5263840041216842988_n_jpg.rf.9d7bee878ae721c3d62cc1c43a9f7ea5.jpg, 0, 0, 1, 0, 0
jalal-kelink-u2GFXH4uEuo-unsplash-2_jpg.rf.9d90577a703369aefa030f1046915249.jpg, 1, 0, 0, 0, 0
325609547_730174185084317_4547849898220637356_n_jpg.rf.9d4c87a6624e56f5127f20f75cd18bb6.jpg, 0, 0, 0, 1, 0
289519503_5457679460919585_2851813517847279255_n-2_jpg.rf.9e9cc1c81ca78c8d0c1f1df66a456234.jpg, 1, 0, 0, 0, 0
33370459_1862846807357804_5350119371966513152_n_jpg.rf.9ebe750935322fb8022cf775aa8a71d8.jpg, 1, 1, 0, 0, 0
65801751_458516594705488_3870428288227320206_n_jpg.rf.9e0eeefd976a7c3be7af2dd0943e57c6.jpg, 0, 1, 0, 0, 0
31669437_2100356296876189_7316157780040089600_n_jpg.rf.9f0cfff5f2177e458767145a5ffb1e7f.jpg, 0, 1, 0, 0, 0
EInyLxqUEAAbi2H_jpg.rf.9e0897b7b2964510cf4e64c9eb226e98.jpg, 0, 0, 1, 0, 0
195748845_331980444950007_390563072746649603_n_jpg.rf.9f56c1f326e4b730e9002aebab046faa.jpg, 0, 1, 0, 0, 0
39904064973_d95c2d8a5c_b-2_jpg.rf.9f90d921e19da455c68c0080f3c9eb05.jpg, 0, 0, 0, 0, 1
292586270_160322429901247_6492103865953131450_n-2_jpg.rf.9fd91d36aa3c9d9d1f82bef1b4f84a8a.jpg, 1, 1, 0, 1, 1
321918170_1209463119956200_8297164800223031800_n_jpg.rf.9fb6d1c3088fb0d2e649f63d7aaf67e2.jpg, 0, 1, 0, 1, 0
Screenshot_2020-09-14-13-08-41-795_com-instagram-android_jpg.rf.a038f2ab9038dc4090720d38033d1073.jpg, 0, 0, 0, 1, 0
314456900_654227826052499_3376197980390461381_n-2_jpg.rf.a0dfb6337e6680437c6c56f1dd9b85f2.jpg, 1, 0, 0, 0, 0
300645203_172393578689289_4052593666666896336_n_jpg.rf.a08f56db2f79f661a27f9d9be9eef33e.jpg, 0, 0, 0, 1, 0
FgmfEQHaUAIgTe8_jpg.rf.a128e9093fb40132334eb99ef75859fe.jpg, 1, 0, 1, 1, 0
182088423_310482520511818_7752242159957515410_n-2_jpg.rf.a1b3d2b8133eddd3a75182cd573eee83.jpg, 1, 0, 0, 0, 0
318475215_6134403489926095_2105272397962876371_n_jpg.rf.a12825c1d74e26bf55886a9b06163acd.jpg, 0, 0, 1, 1, 0
320392090_1323025801787832_2358989913150542017_n-2_jpg.rf.a1e2eee02575bd0e04d6802bb392f50e.jpg, 0, 0, 0, 0, 1
315731526_669859264750083_9102344578252777597_n_jpg.rf.a1784a6e08be0d6f9d1beb7cbe720af5.jpg, 0, 1, 0, 0, 0
308899214_2005643712963839_1389520756357469553_n_jpg.rf.a29bc9f6bc0b3356645bd29360dec863.jpg, 0, 0, 0, 1, 0
319886882_722282412778805_1882806277507259054_n_jpg.rf.a20638b31dad94586d6fdcc5f368181b.jpg, 0, 0, 0, 1, 0
318743003_2804873309647121_1183261257300689806_n-2_jpg.rf.a290f2460f2a3c9ce104f7a30b5a093f.jpg, 0, 0, 0, 0, 1
319578293_560769848739356_7672205784568150805_n-2_jpg.rf.a2aa8d67a9c15ff978c75c943e3a3ec2.jpg, 1, 0, 0, 0, 0
295836850_583094956679477_2709517568492465851_n_jpg.rf.a2e97266eb7c3d2264da24e64269940d.jpg, 0, 0, 0, 1, 0
IMG_20210426_173110_jpg.rf.a2f5c3967f6256c0e7217c3a008636dd.jpg, 0, 0, 1, 1, 0
EFvQGIcWoAAm1XT-2_jpg.rf.a2ff3060b4bc106a7ea9390b523d8e8d.jpg, 1, 0, 0, 0, 0
42556291_192105278333047_6785293955107010449_n_jpg.rf.a3ab1ffbe0866942ada42d767f54aec2.jpg, 0, 1, 0, 0, 0
320826223_3303676989904870_4713460515342874245_n_jpg.rf.a3da7fb98822d3377f2fd0b47a404ac4.jpg, 0, 0, 0, 0, 1
319887353_198798965997155_2593456065626971862_n-2_jpg.rf.a375b2ad77ff06c7210925f9b8b4ed2f.jpg, 1, 1, 0, 0, 0
326388705_1877691999242636_984211414458511388_n_jpg.rf.a39a179b146b28b1b25b09586c29d19e.jpg, 0, 1, 0, 0, 0
320637383_571498981474790_7043098884816715537_n_jpg.rf.a4124a1837264ade7f783fa503a855cc.jpg, 0, 1, 0, 0, 1
